Job Name,Company Name,Company Location,Job Description,Job Link
Senior WordPress Developer,WorkMotion,"Cairo, Egypt",Not specified ∑ Business Development ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Software Development ∑ javaScript ∑ Software Engineering ∑ CSS ∑ HTML,https://wuzzuf.net/jobs/p/OfdXIJRYNxTp-Senior-WordPress-Developer-WorkMotion-Aggregated-Cairo-Egypt
VDI TECHNICAL SUPPORT ENGINEER,Commercial International Group,"Cairo, Egypt",Not specified ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Technical Support ∑ Computer Science ∑ Engineering ∑ Customer Service ∑ Customer Support ∑ Customer Care,https://wuzzuf.net/jobs/p/teYZHpEvGuvE-VDI-TECHNICAL-SUPPORT-ENGINEER-Commercial-International-Group-Aggregated-Cairo-Egypt
Senior Backend Developer PHP / Laravel,Sulfah,"Maadi, Cairo, Egypt",Experienced ∑ 2 - 4 Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Computer Engineering ∑ Computer Science ∑ Information Technology (IT) ∑ PHP,https://wuzzuf.net/jobs/p/OgN6JhUiJztG-Senior-Backend-Developer-PHP-Laravel-Sulfah-Cairo-Egypt
Business Analyst Intern,McKinsey & Company,"Abu Dhabi, United Arab Emirates",Not specified ∑ IT/Software Development ∑ Analyst/Research ∑ Engineering - Telecom/Technology ∑ Business Analysis ∑ Information Technology (IT) ∑ Computer Science ∑ Analysis ∑ Business Development ∑ Software Development ∑ Software,https://wuzzuf.net/jobs/p/0ii9IRZEQDsu-Business-Analyst-Intern-McKinsey-Company-Abu-Dhabi-United-Arab-Emirates
Legal Associate Manager,Pepsico,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Legal ∑ Project/Program Management ∑ Legal ∑ Law ∑ Project Management ∑ PMP ∑ Information Technology (IT) ∑ Computer Science ∑ Marketing,https://wuzzuf.net/jobs/p/EfWfgzhZoKlG-Legal-Associate-Manager-Pepsico-Aggregated-Cairo-Egypt
InfoSec Assurance Sr Analyst,Pepsico,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ information technology (it) ∑ computer science ∑ qa ∑ qc ∑ testing,https://wuzzuf.net/jobs/p/zR6nYdT5KKai-InfoSec-Assurance-Sr-Analyst-Pepsico-Aggregated-Cairo-Egypt
CRM Specialist (User life cycle management),MoneyFellows,"Cairo, Egypt",Not specified ∑ Customer Service/Support ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ CRM ∑ Customer Service ∑ Customer Support ∑ Customer Care ∑ Information Technology (IT) ∑ Computer Science ∑ Marketing,https://wuzzuf.net/jobs/p/qjqUY0RVWfeT-CRM-Specialist-User-life-cycle-management-MoneyFellows-Aggregated-Cairo-Egypt
Senior Software Engineer/Senior Technical Software Engineer (Java),Emirates Airlines,"Cairo, Egypt",Experienced ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Engineering ∑ Software Engineering ∑ Software Development ∑ Software Testing ∑ Computer Engineering,https://wuzzuf.net/jobs/p/InEoXKxOmtcg-Senior-Software-EngineerSenior-Technical-Software-Engineer-Java-Emirates-Airlines-Aggregated-Cairo-Egypt
Full Stack Web Developer,IQRA Network,"Cairo, Egypt",Experienced ∑ 3 - 5 Yrs of Exp ∑ Creative/Design/Art ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Full Stack ∑ HTML ∑ Information Technology (IT) ∑ Java ∑ JavaScript ∑ jQuery,https://wuzzuf.net/jobs/p/U1uaBFjiNlRl-Full-Stack-Web-Developer-IQRA-Network-Cairo-Egypt
Production Control Senior Specialist,Nissan,"Cairo, Egypt",Not specified ∑ Logistics/Supply Chain ∑ Quality ∑ Pharmaceutical ∑ Quality ∑ Quality Control ∑ Quality Assurance ∑ Inventory ∑ Inventory Control ∑ Logistics ∑ Computer Skills,https://wuzzuf.net/jobs/p/bMBl4gWYNFCm-Production-Control-Senior-Specialist-Nissan-Aggregated-Cairo-Egypt
Oracle Fusion ERP Consultant,Sscegypt,"Cairo, Egypt",Not specified ∑ Accounting/Finance ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Oracle ∑ Information Technology (IT) ∑ Computer Science ∑ ERP ∑ Fusion ∑ EBS ∑ Oracle Fusion,https://wuzzuf.net/jobs/p/ANL82hGmeksk-Oracle-Fusion-ERP-Consultant-Sscegypt-Cairo-Egypt
Senior Backend Developer,Al-hakeema,"Nasr City, Cairo, Egypt",Experienced ∑ 3 - 5 Yrs of Exp ∑ males_only ∑ IT/Software Development ∑ backend ∑ Computer Science ∑ Laravel ∑ MVC ∑ Node.js ∑ PHP ∑ Software Development ∑ Software Engineering ∑ Information Technology (IT),https://wuzzuf.net/jobs/p/mkipbPgWwK7j-Senior-Backend-Developer-Al-hakeema-Cairo-Egypt
.NET DEVELOPER,Mvisionit,"Dubai, United Arab Emirates",Not specified ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Software Development ∑ .NET ∑ C# ∑ ASP.NET ∑ SQL,https://wuzzuf.net/jobs/p/DH7eTf7xvktW-NET-DEVELOPER-Mvisionit-Dubai-United-Arab-Emirates
Dynamics 365 developer,CompactSoft International,"New Cairo, Cairo, Egypt",Experienced ∑ 3 - 5 Yrs of Exp ∑ IT/Software Development ∑ Computer Science ∑ Dynamics ∑ developer ∑ Dynamics 365 ∑ Information Technology (IT) ∑ Software Development ∑ SQL,https://wuzzuf.net/jobs/p/qYAY03qtDL47-Dynamics-365-developer-CompactSoft-International-Cairo-Egypt
HSE Coordinator,Rawabi Holding,"Riyadh, Saudi Arabia",Not specified ∑ Engineering - Construction/Civil/Architecture ∑ Quality ∑ Engineering - Mechanical/Electrical ∑ engineering ∑ hse ∑ quality ∑ construction ∑ safety ∑ osha ∑ science,https://wuzzuf.net/jobs/p/Guzysvxy8cP9-HSE-Coordinator-Rawabi-Holding-Riyadh-Saudi-Arabia
Instrumentation And Control Engineer,Measuresoft oil and gas Services,"New Cairo, Cairo, Egypt",Experienced ∑ 4 - 7 Yrs of Exp ∑ Creative/Design/Art ∑ Engineering - Oil & Gas/Energy ∑ Leadership ∑ Computer Science ∑ Management ∑ Instrumentation ∑ Control ∑ I&C ∑ Design,https://wuzzuf.net/jobs/p/Z4yeXHIQxD6F-Instrumentation-And-Control-Engineer-Measuresoft-oil-and-gas-Services-Cairo-Egypt
senior flutter developer,Confidential,"Heliopolis, Cairo, Egypt",Experienced ∑ 3+ Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ flutter ∑ Firebase ∑ Mobile Application Development ∑ Dart Programming ∑ Computer Science ∑ Design ∑ REST ∑ Software Engineering,https://wuzzuf.net/jobs/p/SNIAiKRR9wet-senior-flutter-developer-Cairo-Egypt
Senior Software Engineer/Senior Technical Software Engineer (TPF/ALCS),Emirates Airlines,"Cairo, Egypt",Experienced ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Engineering ∑ Software Engineering ∑ Software Development ∑ Software Testing ∑ Computer Engineering,https://wuzzuf.net/jobs/p/ILjyPFzVGJTm-Senior-Software-EngineerSenior-Technical-Software-Engineer-TPFALCS-Emirates-Airlines-Aggregated-Cairo-Egypt
Sr. Staff Enterprise Applications Engineer,Sumerge,"Cairo, Egypt",Not specified ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ information technology (it) ∑ computer science ∑ engineering ∑ software development ∑ software ∑ maintenance ∑ design,https://wuzzuf.net/jobs/p/PnwvWZb6WQeI-Sr-Staff-Enterprise-Applications-Engineer-Sumerge-Aggregated-Cairo-Egypt
Odoo Functional Consultant,ERP-Bank,"Sidi Gaber, Alexandria, Egypt",Entry Level ∑ 1 - 3 Yrs of Exp ∑ Accounting/Finance ∑ IT/Software Development ∑ Accounting ∑ Information Technology (IT) ∑ Odoo ERP ∑ ERP ∑ English ∑ Computer Science ∑ Communication skills,https://wuzzuf.net/jobs/p/vjbIW6z8nwgG-Odoo-Functional-Consultant-ERP-Bank-Alexandria-Egypt
Snacks Project Manager - Associate Analyst,Pepsi,"Cairo, Egypt",Not specified ∑ Engineering - Construction/Civil/Architecture ∑ IT/Software Development ∑ Project/Program Management ∑ Project Management ∑ Engineering ∑ PMP ∑ Information Technology (IT) ∑ Computer Science ∑ Management ∑ Civil Engineering,https://wuzzuf.net/jobs/p/O6FoIALlvE7N-Snacks-Project-Manager---Associate-Analyst-Pepsi-Aggregated-Cairo-Egypt
Business Development Manager,"deugro (USA), Inc.","Dubai, United Arab Emirates",Not specified ∑ Business Development ∑ Marketing/PR/Advertising ∑ Sales/Retail ∑ Business Development ∑ Sales ∑ Sales Skills ∑ Sales Target ∑ Marketing ∑ Customer Service ∑ Customer Support,https://wuzzuf.net/jobs/p/4icI1zTuRA8g-Business-Development-Manager-deugro-USA-Inc-Dubai-United-Arab-Emirates
HSE Section Head/Manager,BariQ,"6th of October, Giza, Egypt",Manager ∑ 8 - 10 Yrs of Exp ∑ Manufacturing/Production ∑ Engineering ∑ HSE ∑ Management ∑ OSHA ∑ Safety ∑ NEBOSH ∑ Science,https://wuzzuf.net/jobs/p/gIdbIrRvidgD-HSE-Section-HeadManager-BariQ-Giza-Egypt
Senior Software Quality Engineer,Albostany for real estate,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Information Technology (IT) ∑ Software Development ∑ Software Engineering ∑ Quality Control ∑ Quality Assurance ∑ Software Testing,https://wuzzuf.net/jobs/p/6zRgBWQrifyy-Senior-Software-Quality-Engineer-Albostany-for-real-estate-Aggregated-Cairo-Egypt
"Full Stack Developer (Node.js, .Net Core & Angular)",Cultiv,"Cairo, Egypt",Experienced ∑ 2+ Yrs of Exp ∑ IT/Software Development ∑ Angular ∑ AWS ∑ Azure ∑ Computer Science ∑ Development ∑ Full Stack ∑ Node.js ∑ Software Development ∑ MongoDB,https://wuzzuf.net/jobs/p/KjzPSCEgGR5L-Full-Stack-Developer-Nodejs-Net-Core-Angular-Cultiv-Cairo-Egypt
IT Support Specialist,Confidential,"Obour City, Cairo, Egypt",Experienced ∑ 3+ Yrs of Exp ∑ males_only ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ CCNA ∑ MCSA ∑ network ∑ Network Administration ∑ networks ∑ Technical Support ∑ Computer Science,https://wuzzuf.net/jobs/p/vlo9em658zKF-IT-Support-Specialist-Cairo-Egypt
IT Specialist,Confidential,"Obour City, Cairo, Egypt",Experienced ∑ 3+ Yrs of Exp ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ CCNA ∑ MCSA ∑ network ∑ Network Administration ∑ networks ∑ Technical Support ∑ Computer Science,https://wuzzuf.net/jobs/p/OlnHWEKD0k1o-IT-Specialist-Cairo-Egypt
Documentation Executive,Transmar,"Cairo, Egypt",Not specified ∑ Administration ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ information technology (it) ∑ computer science ∑ engineering ∑ microsoft office ∑ erp ∑ ms office ∑ shipping,https://wuzzuf.net/jobs/p/OSYucgHxxD8N-Documentation-Executive-Transmar-Cairo-Egypt
Senior Front Desk Specialist,Lemonspaces,"Maadi, Cairo, Egypt",Experienced ∑ 3 - 6 Yrs of Exp ∑ Hospitality/Hotels/Food Services ∑ Communication ∑ computer ∑ Computer Science ∑ Computer Systems ∑ Front desk ∑ Microsoft Office ∑ Software,https://wuzzuf.net/jobs/p/45fGNJDpkRs1-Senior-Front-Desk-Specialist-Lemonspaces-Cairo-Egypt
Team Lead (Supervisor),"24-7 Intouch, Inc.","Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Computer Science ∑ Software Development ∑ Software Engineering ∑ Computer Engineering ∑ Agile ∑ javaScript,https://wuzzuf.net/jobs/p/srYWwvpErk4x-Team-Lead-Supervisor-24-7-Intouch-Inc-Cairo-Egypt
Mobile Engineer (Android),Rubikal,"Alexandria, Egypt",Not specified ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Information Technology (IT) ∑ Software Development ∑ Software Engineering ∑ Mobile Development ∑ Engineering ∑ Android,https://wuzzuf.net/jobs/p/FgEmtKcr6D4f-Mobile-Engineer-Android-Rubikal-Aggregated-Alexandria-Egypt
Business Analyst,Osolutions,"Sheraton, Cairo, Egypt",Experienced ∑ 2 - 4 Yrs of Exp ∑ Business Development ∑ Analyst/Research ∑ Analysis ∑ Business Analysis ∑ Communication skills ∑ Computer Science ∑ technical ∑ Technology ∑ Communication ∑ Applications,https://wuzzuf.net/jobs/p/roQQjXGsC9k1-Business-Analyst-Osolutions-Cairo-Egypt
Maintenance Associate Analyst,Pepsi,"Cairo, Egypt",Not specified ∑ Installation/Maintenance/Repair ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ information technology (it) ∑ computer science ∑ engineering ∑ software engineering ∑ maintenance ∑ analysis ∑ english,https://wuzzuf.net/jobs/p/HlJmUs6L3A37-Maintenance-Associate-Analyst-Pepsi-Aggregated-Cairo-Egypt
System and Network Administrator Job,Europa-Schule Kairo,"New Cairo, Cairo, Egypt",Experienced ∑ 5+ Yrs of Exp ∑ IT/Software Development ∑ computer ∑ Computer Science ∑ Engineering ∑ Information Technology (IT) ∑ Operating Systems ∑ Management ∑ System Administration ∑ Systems ∑ Communication,https://wuzzuf.net/jobs/p/mMx65jZIfcgz-System-and-Network-Administrator-Job-Europa-Schule-Kairo-Cairo-Egypt
Project Engineer,Air Liquide,"Dubai, United Arab Emirates",Not specified ∑ Engineering - Construction/Civil/Architecture ∑ Project/Program Management ∑ Engineering - Mechanical/Electrical ∑ Project Management ∑ Engineering ∑ Civil Engineering ∑ Construction ∑ Information Technology (IT) ∑ Computer Science ∑ Architecture,https://wuzzuf.net/jobs/p/xI5StTHWFtFG-Project-Engineer-Air-Liquide-Aggregated-Dubai-United-Arab-Emirates
Full Stack Developer,EKC Egypt,"Alkhalifa, Cairo, Egypt",Manager ∑ 8 - 20 Yrs of Exp ∑ IT/Software Development ∑ Angular ∑ Full Stack ∑ dot net ∑ Computer Science ∑ GIS ∑ Software Development ∑ Information Technology (IT),https://wuzzuf.net/jobs/p/LZvo0o8PqplB-Full-Stack-Developer-EKC-Egypt-Cairo-Egypt
IT Manager,Confidential,"Tanta, Gharbia, Egypt",Manager ∑ 7 - 10 Yrs of Exp ∑ males_preferred ∑ IT/Software Development ∑ Project/Program Management ∑ Engineering - Telecom/Technology ∑ Administration ∑ Computer Engineering ∑ Computer Science ∑ Computer Hardware ∑ Information Technology (IT) ∑ Software,https://wuzzuf.net/jobs/p/GyZf5WmY83rg-IT-Manager-Gharbia-Egypt
"Senior Engineer, Service Delivery (Saudi National)",Dell,"Riyadh, Saudi Arabia",Not specified ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Engineering - Mechanical/Electrical ∑ Engineering ∑ Information Technology (IT) ∑ Computer Science ∑ Telecommunication ∑ Electrical Engineering ∑ SQL ∑ Customer Service,https://wuzzuf.net/jobs/p/ktFGE0P4X5VR-Senior-Engineer-Service-Delivery-Saudi-National-Dell-Aggregated-Riyadh-Saudi-Arabia
Senior AI Engineer (Computer Vision Focus),Lumin,"Sheikh Zayed, Giza, Egypt",Experienced ∑ 2 - 5 Yrs of Exp ∑ IT/Software Development ∑ AI ∑ Artificial Intelligence ∑ Computer Vision ∑ Machine Learning ∑ TensorFlow ∑ Python ∑ Computer Science ∑ Programming ∑ PyTorch,https://wuzzuf.net/jobs/p/Bz1GQHFDxHEj-Senior-AI-Engineer-Computer-Vision-Focus-Lumin-Giza-Egypt
Product Manager,Khazna Tech,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Marketing/PR/Advertising ∑ Sales/Retail ∑ Product Management ∑ Marketing ∑ Sales ∑ Information Technology (IT) ∑ Computer Science ∑ Project Management ∑ Sales Skills,https://wuzzuf.net/jobs/p/3CgggxMzcMaZ-Product-Manager-Khazna-Tech-Aggregated-Cairo-Egypt
Process Area Inspection Unit Supervisor,Yanbu Aramco Sinopec Refining Company (YASREF),"Yanbu, Saudi Arabia",Experienced ∑ 8+ Yrs of Exp ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ engineering ∑ information technology (it) ∑ sales ∑ computer science ∑ management ∑ safety ∑ testing,https://wuzzuf.net/jobs/p/NYLtMxQ6s3zg-Process-Area-Inspection-Unit-Supervisor-Yanbu-Aramco-Sinopec-Refining-Company-YASREF-Yanbu-Saudi-Arabia
SAP SD Consultant,Blackstone eIT,"Cairo, Egypt",Not specified ∑ Accounting/Finance ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ SAP ∑ Information Technology (IT) ∑ Computer Science ∑ ABAP ∑ Software Engineering ∑ Computer Engineering ∑ Engineering,https://wuzzuf.net/jobs/p/JNIPnE6bqeLO-SAP-SD-Consultant-Blackstone-eIT-Aggregated-Cairo-Egypt
Lead Business Analyst,Wipro,"Riyadh, Saudi Arabia",Not specified ∑ IT/Software Development ∑ Analyst/Research ∑ Engineering - Telecom/Technology ∑ Business Analysis ∑ Information Technology (IT) ∑ Computer Science ∑ Analysis ∑ Software Development ∑ Software ∑ Engineering,https://wuzzuf.net/jobs/p/Gul81ymYQ5YN-Lead-Business-Analyst-Wipro-Aggregated-Riyadh-Saudi-Arabia
Network Security Engineer,Roaya,"Maadi, Cairo, Egypt",Experienced ∑ 1 - 4 Yrs of Exp ∑ IT/Software Development ∑ Computer Science ∑ Network Security ∑ Network ∑ Communication skills ∑ computer ∑ Communication ∑ Software Development ∑ Software Engineering ∑ Software,https://wuzzuf.net/jobs/p/SSWEmhzhzSEZ-Network-Security-Engineer-Roaya-Cairo-Egypt
Quality Assurance Specialist,Confidential,"6th of October, Giza, Egypt",Experienced ∑ 2 - 5 Yrs of Exp ∑ R&D/Science ∑ Manufacturing/Production ∑ Quality ∑ Quality Assurance ∑ Analysis ∑ Communication skills ∑ QA ∑ quality ∑ Data,https://wuzzuf.net/jobs/p/ergIuNT3Nks1-Quality-Assurance-Specialist-Giza-Egypt
Senior Project Planner,WorleyParsons,"Riyadh, Saudi Arabia",Not specified ∑ IT/Software Development ∑ Project/Program Management ∑ Engineering - Telecom/Technology ∑ Project Management ∑ Engineering ∑ Computer Science ∑ Information Technology (IT) ∑ PMP ∑ Management ∑ Microsoft Office,https://wuzzuf.net/jobs/p/jbQ8AINz5p3T-Senior-Project-Planner-WorleyParsons-Aggregated-Riyadh-Saudi-Arabia
Health Solutions Partner - Internal Medicine/Rare Disease,"Pfizer, Inc.","Riyadh, Saudi Arabia",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ information technology (it) ∑ computer science ∑ sales ∑ sales skills ∑ marketing ∑ management ∑ pharmacy,https://wuzzuf.net/jobs/p/KJnokA8LuyPE-Health-Solutions-Partner---Internal-MedicineRare-Disease-Pfizer-Inc-Riyadh-Saudi-Arabia
Customer Success Manager - Leader,Gulf Business Machines PND,"Riyadh, Saudi Arabia",Not specified ∑ Customer Service/Support ∑ Operations/Management ∑ Sales/Retail ∑ Customer Service ∑ Customer Care ∑ Customer Support ∑ Management ∑ Sales ∑ Call Center ∑ Sales Skills,https://wuzzuf.net/jobs/p/QhGGPJWA0hIZ-Customer-Success-Manager---Leader-Gulf-Business-Machines-PND-Riyadh-Saudi-Arabia
Backend Engineer (PHP/Laravel) (remote),Confidential,"Dubai, United Arab Emirates",Experienced ∑ 2+ Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Laravel ∑ back-end ∑ PHP ∑ Git ∑ Computer Science ∑ Software Development,https://wuzzuf.net/jobs/p/4SD7tVigQGnB-Backend-Engineer-PHPLaravel-remote-Dubai-United-Arab-Emirates
Reliability Engineer - Avionics,Riyadh Air,"Riyadh, Saudi Arabia",Not specified ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Engineering - Mechanical/Electrical ∑ Engineering ∑ AWS ∑ Computer Science ∑ Information Technology (IT) ∑ Mechanical Engineering ∑ DevOps ∑ Electrical Engineering,https://wuzzuf.net/jobs/p/XEx3Z5z1FII5-Reliability-Engineer---Avionics-Riyadh-Air-Riyadh-Saudi-Arabia
Maintenance Senior Supervisor,Pepsi,"Cairo, Egypt",Not specified ∑ Installation/Maintenance/Repair ∑ Sales/Retail ∑ Engineering - Mechanical/Electrical ∑ Maintenance ∑ Engineering ∑ Mechanical Engineering ∑ Electrical Engineering ∑ Customer Service ∑ Installation ∑ Microsoft Office,https://wuzzuf.net/jobs/p/7mETEqr99ED3-Maintenance-Senior-Supervisor-Pepsi-Aggregated-Cairo-Egypt
Junior Backend Developer,Zewail City,"6th of October, Giza, Egypt",Experienced ∑ 2 - 3 Yrs of Exp ∑ IT/Software Development ∑ CSS ∑ Database ∑ Computer Science ∑ HTML ∑ Information Technology (IT) ∑ SQL ∑ Software Engineering ∑ Software Development ∑ Software,https://wuzzuf.net/jobs/p/5V5kTTYnNVBG-Junior-Backend-Developer-Zewail-City-Giza-Egypt
HSE Officer - DE,Giza Arabia,"Riyadh, Saudi Arabia",Not specified ∑ Engineering - Construction/Civil/Architecture ∑ Quality ∑ Engineering - Oil & Gas/Energy ∑ HSE ∑ Safety ∑ Quality ∑ Microsoft Office ∑ OSHA ∑ Engineering ∑ Health,https://wuzzuf.net/jobs/p/qOytbGNd2fgZ-HSE-Officer---DE-Giza-Arabia-Riyadh-Saudi-Arabia
Business Development Manager,Al Futtaim Group,"Dubai, United Arab Emirates",Not specified ∑ Business Development ∑ Marketing/PR/Advertising ∑ Sales/Retail ∑ Business Development ∑ Sales ∑ Sales Skills ∑ Sales Target ∑ Marketing ∑ Customer Service ∑ Customer Support,https://wuzzuf.net/jobs/p/xEVtPyBCRd8n-Business-Development-Manager-Al-Futtaim-Group-Aggregated-Dubai-United-Arab-Emirates
Regulatory Solutions Engineer (Drive tester),Giza Arabia Systems,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Sales/Retail ∑ Engineering - Telecom/Technology ∑ Computer Science ∑ Engineering ∑ Information Technology (IT) ∑ Sales ∑ Telecommunication ∑ Sales Skills ∑ Computer Engineering,https://wuzzuf.net/jobs/p/e2r0Z5jxc667-Regulatory-Solutions-Engineer-Drive-tester-Giza-Arabia-Systems-Cairo-Egypt
IT Specialist,Confidential,"Abdeen, Cairo, Egypt",Experienced ∑ 4 - 6 Yrs of Exp ∑ males_only ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ CCNA ∑ Security ∑ MCSA ∑ DNS ∑ Computer Systems ∑ Computer Science ∑ computer,https://wuzzuf.net/jobs/p/wXbo2drFDB5D-IT-Specialist-Cairo-Egypt
Chemist,NOMAC,"Riyadh, Saudi Arabia",Entry Level ∑ 3+ Yrs of Exp ∑ R&D/Science ∑ Quality ∑ Engineering - Other ∑ Chemistry ∑ Science ∑ Chemist ∑ Quality Control ∑ Quality ∑ Production ∑ Quality Assurance,https://wuzzuf.net/jobs/p/Y6HrHbpjTJgP-Chemist-NOMAC-Riyadh-Saudi-Arabia
Unity Developer,Tamatem Inc.,"Cairo, Egypt",Not specified ∑ Creative/Design/Art ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Information Technology (IT) ∑ Software Development ∑ Computer Science ∑ Unity ∑ Software Engineering ∑ C# ∑ Computer Engineering,https://wuzzuf.net/jobs/p/1Iof0BPJfoUO-Unity-Developer-Tamatem-Inc-Aggregated-Cairo-Egypt
Associate Manager,IQVIA,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Project/Program Management ∑ Engineering - Telecom/Technology ∑ Project Management ∑ Marketing ∑ PMP ∑ Information Technology (IT) ∑ Computer Science ∑ Engineering ∑ Microsoft Office,https://wuzzuf.net/jobs/p/23jw8xWs3Cc7-Associate-Manager-IQVIA-Aggregated-Cairo-Egypt
Field Service Technician/Engineer - (ITD-Cooling) In Saudi Arabia,Schneider Electric,"Riyadh, Saudi Arabia",Not specified ∑ Installation/Maintenance/Repair ∑ Engineering - Mechanical/Electrical ∑ Engineering - Other ∑ Engineering ∑ Electrical Engineering ∑ Installation ∑ Maintenance ∑ Service Engineer ∑ Biomedical ∑ Mechanical Engineering,https://wuzzuf.net/jobs/p/2tnu1hbGpNsp-Field-Service-TechnicianEngineer---ITD-Cooling-In-Saudi-Arabia-Schneider-Electric-Aggregated-Riyadh-Saudi-Arabia
Transition Management Analyst,Pepsi,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Project/Program Management ∑ Analyst/Research ∑ Information Technology (IT) ∑ Project Management ∑ Analysis ∑ Computer Science ∑ Management ∑ PMP ∑ Software Development,https://wuzzuf.net/jobs/p/BaNwGZQUvK3X-Transition-Management-Analyst-Pepsi-Aggregated-Cairo-Egypt
Senior Python/AI Engineer,3i Vision LTD.,"Hadayek Alahram, Giza, Egypt",Experienced ∑ 6 - 10 Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ Python ∑ Docker ∑ Computer Science ∑ Software ∑ Software Engineering ∑ Design ∑ Information Technology (IT) ∑ Machine Learning,https://wuzzuf.net/jobs/p/R7JrLEsMEWFW-Senior-PythonAI-Engineer-3i-Vision-LTD-Giza-Egypt
BI Governance Supervisor,Vodafone - Egypt,"Cairo, Egypt",Not specified ∑ Administration ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ information technology (it) ∑ engineering ∑ computer science ∑ microsoft office ∑ finance ∑ management ∑ bi,https://wuzzuf.net/jobs/p/Rp6Ba6FugSKf-BI-Governance-Supervisor-Vodafone---Egypt-Aggregated-Cairo-Egypt
Entry Level Field Engineer - MWD/LWD,Halliburton,"Abu Dhabi, United Arab Emirates",Not specified ∑ Engineering - Mechanical/Electrical ∑ Engineering - Oil & Gas/Energy ∑ Engineering - Other ∑ Engineering ∑ LWD ∑ Science ∑ Communication Skills ∑ Drilling Principles ∑ Electrical Engineering ∑ Equipment,https://wuzzuf.net/jobs/p/h2Ik8EDMzVdU-Entry-Level-Field-Engineer---MWDLWD-Halliburton-Aggregated-Abu-Dhabi-United-Arab-Emirates
Junior Full Stack .NET Developer,Aliaict,"Nasr City, Cairo, Egypt",Experienced ∑ 2 - 4 Yrs of Exp ∑ IT/Software Development ∑ Engineering - Telecom/Technology ∑ .Net ∑ Angular ∑ Computer Science ∑ Engineering ∑ HTML ∑ CSS ∑ Information Technology (IT) ∑ JavaScript,https://wuzzuf.net/jobs/p/hvAm692hcekE-Junior-Full-Stack-NET-Developer-Aliaict-Cairo-Egypt
UX Lead,Human Quality,"Cairo, Egypt",Manager ∑ 5+ Yrs of Exp ∑ IT/Software Development ∑ adobe ∑ Adobe XD ∑ Computer Science ∑ Design ∑ Graphic Design ∑ Information Technology (IT) ∑ Sketch ∑ Software ∑ Software Development,https://wuzzuf.net/jobs/p/vZOSAK2xMYrO-UX-Lead-Human-Quality-Cairo-Egypt
Software Tester,Tagaddod,"Cairo, Egypt",Not specified ∑ IT/Software Development ∑ Quality ∑ Engineering - Telecom/Technology ∑ Software Testing ∑ Computer Science ∑ Information Technology (IT) ∑ Quality Control ∑ Testing ∑ Quality Assurance ∑ Quality,https://wuzzuf.net/jobs/p/aRTp26wzkIlf-Software-Tester-Tagaddod-Aggregated-Cairo-Egypt
